Variable,File,Type of variable,Project Name,Version Project,
classes,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,Vector<String>,apache-ant-1.9.0,1.9.0,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/AugmentReference.java,Class<?>,apache-ant-1.9.0,1.9.0,
entry,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Entry<String,MacroDef.TemplateElement>,apache-ant-1.9.0,1.9.0,
macroMapping,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map<String,String>,apache-ant-1.9.0,1.9.0,
entry,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map.Entry<String,Object>,apache-ant-1.9.0,1.9.0,
entry,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javac.java,Entry<String,Long>,apache-ant-1.9.0,1.9.0,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.0,1.9.0,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.0,1.9.0,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.0,1.9.0,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.0,1.9.0,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.0,1.9.0,
sf,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.0,1.9.0,
pn,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/ExecTask.java,Map<String,String>,apache-ant-1.9.0,1.9.0,
e,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copydir.java,Map.Entry<String,String>,apache-ant-1.9.0,1.9.0,
list,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.0,1.9.0,
list,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.0,1.9.0,
list,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.0,1.9.0,
list,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.0,1.9.0,
files,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<File>,apache-ant-1.9.0,1.9.0,
v,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<Header>,apache-ant-1.9.0,1.9.0,
baseDirs,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashSet<File>,apache-ant-1.9.0,1.9.0,
dirsByBasedir,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.0,1.9.0,
filesByBasedir,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Hashtable<String,String[]>,apache-ant-1.9.0,1.9.0,
e,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<String,String[]>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<Resource,String[]>,apache-ant-1.9.0,1.9.0,
e,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<Resource,String[]>,apache-ant-1.9.0,1.9.0,
m,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.0,1.9.0,
m,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.0,1.9.0,
e,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Checksum.java,Map.Entry<File,Object>,apache-ant-1.9.0,1.9.0,
props,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Ant.java,Hashtable<?,?>,apache-ant-1.9.0,1.9.0,
inputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.0,1.9.0,
outputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.0,1.9.0,
errorFilterChains,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.0,1.9.0,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.0,1.9.0,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.0,1.9.0,
typeClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.0,1.9.0,
names,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Vector<String>,apache-ant-1.9.0,1.9.0,
sortedTargets,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.0,1.9.0,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.0,1.9.0,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.0,1.9.0,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.0,1.9.0,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.0,1.9.0,
state,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Hashtable<String,String>,apache-ant-1.9.0,1.9.0,
visiting,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.0,1.9.0,
ret,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.0,1.9.0,
stk,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.0,1.9.0,
m,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<K,V>,apache-ant-1.9.0,1.9.0,
m,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<? extends K,? extends V>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.0,1.9.0,
ofClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<T>,apache-ant-1.9.0,1.9.0,
argType,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.0,1.9.0,
argType1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.0,1.9.0,
argType2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/ReflectUtil.java,Class<?>,apache-ant-1.9.0,1.9.0,
files,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,Vector<File>,apache-ant-1.9.0,1.9.0,
classes,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,Vector<String>,apache-ant-1.9.0,1.9.0,
files,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/bcel/AncestorAnalyzer.java,Vector<File>,apache-ant-1.9.0,1.9.0,
classes,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/bcel/AncestorAnalyzer.java,Vector<String>,apache-ant-1.9.0,1.9.0,
files,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,Vector<File>,apache-ant-1.9.0,1.9.0,
classes,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,Vector<String>,apache-ant-1.9.0,1.9.0,
s,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/IdentityStack.java,Stack<E>,apache-ant-1.9.0,1.9.0,
v1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Vector<?>,apache-ant-1.9.0,1.9.0,
v2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Vector<?>,apache-ant-1.9.0,1.9.0,
d1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<?,?>,apache-ant-1.9.0,1.9.0,
d2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<?,?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Collection<?>,apache-ant-1.9.0,1.9.0,
m1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<? super K,? super V>,apache-ant-1.9.0,1.9.0,
m2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Dictionary<? extends K,? extends V>,apache-ant-1.9.0,1.9.0,
e1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.0,1.9.0,
e2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.0,1.9.0,
iter,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Iterator<E>,apache-ant-1.9.0,1.9.0,
e,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.0,1.9.0,
iter,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Iterator<? extends T>,apache-ant-1.9.0,1.9.0,
e1,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.0,1.9.0,
e2,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/util/CollectionUtils.java,Collection<?>,apache-ant-1.9.0,1.9.0,
clazz,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.0,1.9.0,
adapterClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.0,1.9.0,
adaptToClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.0,1.9.0,
newclass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<T>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.0,1.9.0,
keys,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/ProjectHelper.java,Hashtable<String,Object>,apache-ant-1.9.0,1.9.0,
fragments,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.0,1.9.0,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.0,1.9.0,
libPathURLs,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/launch/Launcher.java,List<URL>,apache-ant-1.9.0,1.9.0,
libPaths,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/launch/Launcher.java,List<String>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/launch/Locator.java,Class<?>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.0,1.9.0,
expanders,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/ParseProperties.java,Collection<PropertyExpander>,apache-ant-1.9.0,1.9.0,
expanders,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Collection<PropertyExpander>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.0,1.9.0,
map,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.0,1.9.0,
entry,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/RuntimeConfigurable.java,Entry<String,Object>,apache-ant-1.9.0,1.9.0,
bean,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
type,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
arg,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
reflectedArg,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
arg,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
c,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Constructor<?>,apache-ant-1.9.0,1.9.0,
type,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
paramClass,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.0,1.9.0,
methods,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.0,1.9.0,
methods,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.0,1.9.0,
addTypeMethods,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.0,1.9.0,
methods,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.0,1.9.0,
comparator,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.0,1.9.0,
comparator,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.0,1.9.0,
hash,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,Hashtable<String,String>,apache-ant-1.9.0,1.9.0,
regexps,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,Vector<RegularExpression>,apache-ant-1.9.0,1.9.0,
contains,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/LineContains.java,Vector<String>,apache-ant-1.9.0,1.9.0,
fchain,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,Vector<FilterChain>,apache-ant-1.9.0,1.9.0,
loaders,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.0,1.9.0,
classLoadersToCleanUp,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.0,1.9.0,
comments,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/filters/StripLineComments.java,Vector<String>,apache-ant-1.9.0,1.9.0,
properties,/home/thiago/git/Ant/apache-ant-1.9.0/src/main/org/apache/tools/ant/listener/MailLogger.java,Hashtable<String,Object>,apache-ant-1.9.0,1.9.0,
annotationTypeDeclarations,/home/thiago/git/Ant/apache-ant-1.9.1/src/etc/testcases/taskdefs/apt/DistributedAnnotationFactory.java,Set<com.sun.mirror.declaration.AnnotationTypeDeclaration>,apache-ant-1.9.1,1.9.1,
headers,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
h,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarOutputStream.java,Map.Entry<String,String>,apache-ant-1.9.1,1.9.1,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
headers,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarInputStream.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
ent,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/tar/TarInputStream.java,Entry<String,String>,apache-ant-1.9.1,1.9.1,
noUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.1,1.9.1,
entriesWithoutUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.1,1.9.1,
ent,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/zip/ZipFile.java,Map.Entry<ZipEntry,OffsetEntry>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/zip/ExtraFieldUtils.java,Class<?>,apache-ant-1.9.1,1.9.1,
fragments,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.1,1.9.1,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.1,1.9.1,
keys,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Hashtable<String,Object>,apache-ant-1.9.1,1.9.1,
fragments,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.1,1.9.1,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.1,1.9.1,
key,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Class<? extends Delegate>,apache-ant-1.9.1,1.9.1,
type,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/PropertyHelper.java,Class<D>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,List<AntTypeDefinition>>,apache-ant-1.9.1,1.9.1,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.1,1.9.1,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,AntTypeDefinition>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,AntTypeDefinition>,apache-ant-1.9.1,1.9.1,
typeClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/XMLCatalog.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
