Method,Package,Start in line,End in line,Project Name,Version Project,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,84,94,apache-ant-1.9.2,1.9.2,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,96,104,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Files.java,309,332,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Resources.java,78,80,apache-ant-1.9.2,1.9.2,
getCache,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Resources.java,81,90,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Resources.java,162,172,apache-ant-1.9.2,1.9.2,
getNested,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Resources.java,271,273,apache-ant-1.9.2,1.9.2,
getCheckClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/selectors/InstanceOf.java,75,81,apache-ant-1.9.2,1.9.2,
getSelectors,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,93,103,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Restrict.java,95,105,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Tokens.java,48,86,apache-ant-1.9.2,1.9.2,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/resources/Last.java,37,71,apache-ant-1.9.2,1.9.2,
getImplementationClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Mapper.java,249,267,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/ArchiveFileSet.java,307,321,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,53,58,apache-ant-1.9.2,1.9.2,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,941,947,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/Cache.java,67,71,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,207,218,apache-ant-1.9.2,1.9.2,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,504,514,apache-ant-1.9.2,1.9.2,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,516,537,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/SelectSelector.java,113,122,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/BaseSelectorContainer.java,77,84,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java,81,92,apache-ant-1.9.2,1.9.2,
getFilterReaders,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/FilterChain.java,66,77,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Resource.java,338,361,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Path.java,117,123,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/types/Path.java,693,709,apache-ant-1.9.2,1.9.2,
getProcessors,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,66,68,apache-ant-1.9.2,1.9.2,
getProjectHelperBySystemProperty,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelperRepository.java,163,179,apache-ant-1.9.2,1.9.2,
getProjectHelperByService,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelperRepository.java,181,207,apache-ant-1.9.2,1.9.2,
getHelperConstructor,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelperRepository.java,209,242,apache-ant-1.9.2,1.9.2,
getHelpers,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelperRepository.java,290,299,apache-ant-1.9.2,1.9.2,
getChoices,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,45,50,apache-ant-1.9.2,1.9.2,
getScannedDirs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/DirectoryScanner.java,1781,1788,apache-ant-1.9.2,1.9.2,
getStack,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/XmlLogger.java,210,225,apache-ant-1.9.2,1.9.2,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/UnknownElement.java,77,82,apache-ant-1.9.2,1.9.2,
getWrapperStack,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/helper/AntXMLContext.java,252,258,apache-ant-1.9.2,1.9.2,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/helper/AntXMLContext.java,301,307,apache-ant-1.9.2,1.9.2,
getCurrentTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/helper/AntXMLContext.java,400,406,apache-ant-1.9.2,1.9.2,
forceLoadClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,634,658,apache-ant-1.9.2,1.9.2,
forceLoadSystemClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,660,685,apache-ant-1.9.2,1.9.2,
getNamedResources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,910,923,apache-ant-1.9.2,1.9.2,
findResources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,925,936,apache-ant-1.9.2,1.9.2,
findResources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,938,976,apache-ant-1.9.2,1.9.2,
loadClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1032,1088,apache-ant-1.9.2,1.9.2,
defineClassFromData,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1103,1130,apache-ant-1.9.2,1.9.2,
getClassFromStream,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1273,1300,apache-ant-1.9.2,1.9.2,
findClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1302,1316,apache-ant-1.9.2,1.9.2,
findClassInComponents,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1329,1367,apache-ant-1.9.2,1.9.2,
findBaseClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntClassLoader.java,1369,1386,apache-ant-1.9.2,1.9.2,
parseDepends,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Target.java,145,182,apache-ant-1.9.2,1.9.2,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Target.java,250,258,apache-ant-1.9.2,1.9.2,
removeDuplicateTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Main.java,1111,1140,apache-ant-1.9.2,1.9.2,
getLoaderMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,302,308,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/DependSet.java,104,106,apache-ant-1.9.2,1.9.2,
createUnifiedSources,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AbstractJarSignerTask.java,370,389,apache-ant-1.9.2,1.9.2,
resourceToURLs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Definer.java,357,385,apache-ant-1.9.2,1.9.2,
getParams,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,94,100,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Concat.java,813,820,apache-ant-1.9.2,1.9.2,
getValues,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,295,302,apache-ant-1.9.2,1.9.2,
getAttributeKeys,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,603,611,apache-ant-1.9.2,1.9.2,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,746,753,apache-ant-1.9.2,1.9.2,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1067,1089,apache-ant-1.9.2,1.9.2,
getSectionNames,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1166,1173,apache-ant-1.9.2,1.9.2,
getEnvironmentVariables,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,101,169,apache-ant-1.9.2,1.9.2,
getProcEnvironment,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,171,185,apache-ant-1.9.2,1.9.2,
getVMSLogicals,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Execute.java,687,733,apache-ant-1.9.2,1.9.2,
getClassRefs,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/optional/depend/ClassFile.java,84,109,apache-ant-1.9.2,1.9.2,
getNsElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,98,112,apache-ant-1.9.2,1.9.2,
getUnknownElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,156,161,apache-ant-1.9.2,1.9.2,
getParams,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,242,249,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,389,395,apache-ant-1.9.2,1.9.2,
getNested,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,146,151,apache-ant-1.9.2,1.9.2,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,197,204,apache-ant-1.9.2,1.9.2,
getElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,206,214,apache-ant-1.9.2,1.9.2,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/MatchingTask.java,261,268,apache-ant-1.9.2,1.9.2,
getOptions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Apt.java,232,239,apache-ant-1.9.2,1.9.2,
getModules,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/AbstractCvsTask.java,856,860,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Delete.java,98,100,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Delete.java,643,646,apache-ant-1.9.2,1.9.2,
getFilterSets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,200,207,apache-ant-1.9.2,1.9.2,
getFilterChains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,209,216,apache-ant-1.9.2,1.9.2,
scan,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,742,756,apache-ant-1.9.2,1.9.2,
buildMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Copy.java,800,855,apache-ant-1.9.2,1.9.2,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/taskdefs/Ant.java,755,760,apache-ant-1.9.2,1.9.2,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,425,438,apache-ant-1.9.2,1.9.2,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,639,646,apache-ant-1.9.2,1.9.2,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,648,654,apache-ant-1.9.2,1.9.2,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,656,663,apache-ant-1.9.2,1.9.2,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,799,814,apache-ant-1.9.2,1.9.2,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1016,1025,apache-ant-1.9.2,1.9.2,
getCopyOfTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1027,1038,apache-ant-1.9.2,1.9.2,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1058,1067,apache-ant-1.9.2,1.9.2,
getCopyOfDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1069,1080,apache-ant-1.9.2,1.9.2,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1143,1150,apache-ant-1.9.2,1.9.2,
getCopyOfTargets,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1152,1160,apache-ant-1.9.2,1.9.2,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1739,1756,apache-ant-1.9.2,1.9.2,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1758,1778,apache-ant-1.9.2,1.9.2,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1780,1841,apache-ant-1.9.2,1.9.2,
getReferences,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,1986,1994,apache-ant-1.9.2,1.9.2,
getCopyOfReferences,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/Project.java,2005,2016,apache-ant-1.9.2,1.9.2,
elements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,77,79,apache-ant-1.9.2,1.9.2,
entrySet,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,81,83,apache-ant-1.9.2,1.9.2,
keys,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,101,103,apache-ant-1.9.2,1.9.2,
keySet,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,105,107,apache-ant-1.9.2,1.9.2,
values,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/LinkedHashtable.java,129,131,apache-ant-1.9.2,1.9.2,
getJrePackages,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/JavaEnvUtils.java,497,507,apache-ant-1.9.2,1.9.2,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,73,89,apache-ant-1.9.2,1.9.2,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,91,103,apache-ant-1.9.2,1.9.2,
getRootClasses,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,208,216,apache-ant-1.9.2,1.9.2,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/bcel/DependencyVisitor.java,44,52,apache-ant-1.9.2,1.9.2,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,64,71,apache-ant-1.9.2,1.9.2,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,73,80,apache-ant-1.9.2,1.9.2,
getInstance,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/IdentityStack.java,30,44,apache-ant-1.9.2,1.9.2,
append,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,162,172,apache-ant-1.9.2,1.9.2,
asEnumeration,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,174,188,apache-ant-1.9.2,1.9.2,
asIterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,190,207,apache-ant-1.9.2,1.9.2,
asCollection,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/CollectionUtils.java,209,220,apache-ant-1.9.2,1.9.2,
lineSplit,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/StringUtils.java,46,54,apache-ant-1.9.2,1.9.2,
split,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/util/StringUtils.java,56,74,apache-ant-1.9.2,1.9.2,
getExposedClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,142,159,apache-ant-1.9.2,1.9.2,
getTypeClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,161,178,apache-ant-1.9.2,1.9.2,
innerGetTypeClass,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/AntTypeDefinition.java,180,197,apache-ant-1.9.2,1.9.2,
getImportStack,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelper.java,160,169,apache-ant-1.9.2,1.9.2,
getExtensionStack,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/ProjectHelper.java,171,182,apache-ant-1.9.2,1.9.2,
getMapForProperty,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,139,146,apache-ant-1.9.2,1.9.2,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/RuntimeConfigurable.java,295,304,apache-ant-1.9.2,1.9.2,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/RuntimeConfigurable.java,340,348,apache-ant-1.9.2,1.9.2,
getElementType,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,822,842,apache-ant-1.9.2,1.9.2,
getAttributeType,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,844,864,apache-ant-1.9.2,1.9.2,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,936,944,apache-ant-1.9.2,1.9.2,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,946,956,apache-ant-1.9.2,1.9.2,
getNestedElements,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,958,968,apache-ant-1.9.2,1.9.2,
getNestedElementMap,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,970,981,apache-ant-1.9.2,1.9.2,
getExtensionPoints,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/IntrospectionHelper.java,983,1003,apache-ant-1.9.2,1.9.2,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/SortFilter.java,278,285,apache-ant-1.9.2,1.9.2,
getTokens,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,273,281,apache-ant-1.9.2,1.9.2,
getRegexps,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,162,174,apache-ant-1.9.2,1.9.2,
getContains,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/LineContains.java,170,181,apache-ant-1.9.2,1.9.2,
getComments,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/filters/StripLineComments.java,156,163,apache-ant-1.9.2,1.9.2,
vectorizeEmailAddresses,/home/thiago/git/Ant/apache-ant-1.9.2/src/main/org/apache/tools/ant/listener/MailLogger.java,402,409,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/tests/junit/org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,42,46,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/tests/junit/org/apache/tools/ant/types/selectors/MockCache.java,57,60,apache-ant-1.9.2,1.9.2,
iterator,/home/thiago/git/Ant/apache-ant-1.9.2/src/tests/junit/org/apache/tools/ant/taskdefs/ZipExtraFieldTest.java,83,85,apache-ant-1.9.2,1.9.2,
parsePaxHeaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/tar/TarInputStream.java,417,461,apache-ant-1.9.3,1.9.3,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,267,277,apache-ant-1.9.3,1.9.3,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,279,293,apache-ant-1.9.3,1.9.3,
getEntries,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,312,325,apache-ant-1.9.3,1.9.3,
getEntriesInPhysicalOrder,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,327,343,apache-ant-1.9.3,1.9.3,
populateFromCentralDirectory,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/zip/ZipFile.java,436,468,apache-ant-1.9.3,1.9.3,
getExpanders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,412,419,apache-ant-1.9.3,1.9.3,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,892,907,apache-ant-1.9.3,1.9.3,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,909,922,apache-ant-1.9.3,1.9.3,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,924,937,apache-ant-1.9.3,1.9.3,
getInternalProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,939,945,apache-ant-1.9.3,1.9.3,
getInternalUserProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,947,954,apache-ant-1.9.3,1.9.3,
getInternalInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,956,963,apache-ant-1.9.3,1.9.3,
getDelegates,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,1111,1123,apache-ant-1.9.3,1.9.3,
getDelegateInterfaces,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/PropertyHelper.java,1125,1147,apache-ant-1.9.3,1.9.3,
getResources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/loader/AntClassLoader5.java,56,59,apache-ant-1.9.3,1.9.3,
getCheckedNamespace,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,195,202,apache-ant-1.9.3,1.9.3,
getRestrictedDefinition,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,204,220,apache-ant-1.9.3,1.9.3,
getComponentClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,288,299,apache-ant-1.9.3,1.9.3,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,389,416,apache-ant-1.9.3,1.9.3,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,418,444,apache-ant-1.9.3,1.9.3,
getRestrictedDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,446,459,apache-ant-1.9.3,1.9.3,
getAntTypeTable,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,496,505,apache-ant-1.9.3,1.9.3,
findTypeMatches,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ComponentHelper.java,1084,1100,apache-ant-1.9.3,1.9.3,
getElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/XMLCatalog.java,163,170,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/FileSet.java,60,71,apache-ant-1.9.3,1.9.3,
